target,id,date,is_querry,user_name,tweet,len_text
0,1468031544,Mon Apr 06 23:21:08 PDT 2009,NO_QUERY,sunshinebliss,@widyatarina say what??? kal penn's leaving house?! noooooo!!! awww... i totally missed it tonight ,99
0,1468209131,Tue Apr 07 00:18:36 PDT 2009,NO_QUERY,tomux,@innocentdrinks COKE!? 20% minority stake? Really? Not April Fool? Can you give it back? So depressing. You were a favourite brand. Sad ,136
0,1467993829,Mon Apr 06 23:09:55 PDT 2009,NO_QUERY,jmbirney,"I reaaly miss john mayer's twitters.  fuck rude people. Remove him if you don't like his tweets, bitchfucks.",108
0,1467953367,Mon Apr 06 22:58:30 PDT 2009,NO_QUERY,lovatolover,@ddlovato Do you hate us?? Please don't ,40
0,1467990530,Mon Apr 06 23:08:57 PDT 2009,NO_QUERY,patrogersisgod,@limbecky I'm doing the time warp without you and am sad. ,58
0,1467953738,Mon Apr 06 22:58:37 PDT 2009,NO_QUERY,CaseLynn,@carlyw66 HAHA. I cried...  I guess he did....,46
0,1467822384,Mon Apr 06 22:22:47 PDT 2009,NO_QUERY,Lindsey0920,@oanhLove I hate when that happens... ,38
0,1468024495,Mon Apr 06 23:18:59 PDT 2009,NO_QUERY,Moonflowerchild,"@Steve_Buscemi SHUT UP you...I am hungry! And in Britain, home of the most boring suckassy breakfast in the world!  I MISS DENNYS!!",131
0,1468217987,Tue Apr 07 00:21:35 PDT 2009,NO_QUERY,salvadylan,I'm going to put myself out of this misery and go to freakin bed.  Ugh ,71
0,1467859025,Mon Apr 06 22:32:22 PDT 2009,NO_QUERY,LeeseEllen,So many channels.... yet so so boring... lazy day again  may have to find a hobby,81
0,1467881474,Mon Apr 06 22:38:20 PDT 2009,NO_QUERY,__Susan__,@ITS_NEMESIS ------- ,21
0,1468093291,Mon Apr 06 23:40:35 PDT 2009,NO_QUERY,gonzopants,@daydee tell it you forgot your password &amp; it will give you a new one. it's the only way I can prevent tons of spam ,120
0,1468068303,Mon Apr 06 23:32:33 PDT 2009,NO_QUERY,rob_fitzpatrick,@gracedent it's her &quot;hair&quot; I can't deal with ,55
0,1468074472,Mon Apr 06 23:34:30 PDT 2009,NO_QUERY,AllisonBies,I'm wishing I had more time ,28
0,1468195626,Tue Apr 07 00:14:05 PDT 2009,NO_QUERY,AasianBbarbie,just what am I supposed to think? ,34
0,1467982442,Mon Apr 06 23:06:36 PDT 2009,NO_QUERY,Flipdesign,"Balamurugan, a longterm member of the team is leaving this month. We'll miss working with him  hope he does well in his next venture",132
0,1468212970,Tue Apr 07 00:19:55 PDT 2009,NO_QUERY,kiddoKayla,is listening to an awesome song but i dnt no the name but i wanna upload it on limewire!!!!! ,93
0,1468256218,Tue Apr 07 00:34:43 PDT 2009,NO_QUERY,featherlight,Downy weather  Where's the summer?,34
0,1468243314,Tue Apr 07 00:30:19 PDT 2009,NO_QUERY,StarButterfly07,Haven't tweeted in ages my twitterberry doesn't work anymore help! ,67
0,1468227280,Tue Apr 07 00:24:52 PDT 2009,NO_QUERY,sabrinabryan,@cardinaire ya me too ,22
0,1468148425,Mon Apr 06 23:58:59 PDT 2009,NO_QUERY,doremereme,My stomach is feeling satisfied now......been starving for 2 hours. ,68
0,1467961044,Mon Apr 06 23:00:34 PDT 2009,NO_QUERY,twishes,[-O] I wish the frogs weren't becoming extinct    http://tinyurl.com/cxe8w7,75
0,1467859820,Mon Apr 06 22:32:36 PDT 2009,NO_QUERY,msbutt3rfly14,spencer is not a good guy. ,27
0,1467985185,Mon Apr 06 23:07:24 PDT 2009,NO_QUERY,niffyat,"@d_castillo ugh, that's disconcerting ",38
0,1468000743,Mon Apr 06 23:11:51 PDT 2009,NO_QUERY,Rayveniael,WTF Not Kutner!  Oh I'm so pissed @ House.  I mean really WTF   ,64
0,1467982039,Mon Apr 06 23:06:29 PDT 2009,NO_QUERY,TeresaUlring,"@emitstop So true, I have it and don't use it ",46
0,1468034467,Mon Apr 06 23:22:06 PDT 2009,NO_QUERY,gmthomas,"I totally have like...  four girl options, and none of them seem viable ",72
0,1468210695,Tue Apr 07 00:19:07 PDT 2009,NO_QUERY,StellyJ,I am not a fan of sleeping alone  baby boo,42
0,1468074597,Mon Apr 06 23:34:32 PDT 2009,NO_QUERY,PeterHC,Used the term &quot;Fail Whale&quot; to a client on a pitch last night. From their incomprehension corp twitter is being done much lower in the org ,148
0,1467891826,Mon Apr 06 22:41:07 PDT 2009,NO_QUERY,elamparuthi,amazon s3 plugin not worked in my website . it need PHP 5 . but my hosting provider has only PHP 4.4  . very sad.,113
0,1467839737,Mon Apr 06 22:27:21 PDT 2009,NO_QUERY,JenBah,Is pissed off that there's no ASBA's for a radio station. ,58
0,1468079864,Mon Apr 06 23:36:10 PDT 2009,NO_QUERY,sarahgb,"Morning all, starving and dying for a cuppa but can't cos off to docs for fasting blood test in a little while ",111
0,1468115818,Mon Apr 06 23:48:04 PDT 2009,NO_QUERY,bluestate0fmind,@Kal_Penn You were my favorite.  You did an excellent job.,58
0,1468147690,Mon Apr 06 23:58:44 PDT 2009,NO_QUERY,SR__,why luke worral doesnt have twitter? ,37
0,1468031438,Mon Apr 06 23:21:07 PDT 2009,NO_QUERY,sunshinegarma,@chauncey78 hey did u talk to mom.. r they home yet? i hope they r ok.. wish i was coming home 4 easter.. ,106
0,1468118110,Mon Apr 06 23:48:47 PDT 2009,NO_QUERY,orcfiend,"One thing I hate about dozing off in lects, I wake up to a sheaf of wet and badly smudged notes. ",97
0,1467947713,Mon Apr 06 22:56:56 PDT 2009,NO_QUERY,ScullyorSuz,"Why Kutner? I mean I knew something was going to happen to someone but it was so sad. I &lt;3 House and it was well done, but I'm still sad ",140
0,1467993608,Mon Apr 06 23:09:51 PDT 2009,NO_QUERY,mscproductions,Can't sleep again ,18
0,1468145662,Mon Apr 06 23:58:02 PDT 2009,NO_QUERY,Law_Gilbert,Feeling light headed and gross ,31
0,1468238888,Tue Apr 07 00:28:51 PDT 2009,NO_QUERY,travolution,No TravoRadio this morning. BlipFM is down. ,44
0,1468194966,Tue Apr 07 00:13:53 PDT 2009,NO_QUERY,ItzherS0le,@brainiacmathew i know!  and im on spring break,47
0,1468245799,Tue Apr 07 00:31:08 PDT 2009,NO_QUERY,anjaniput3ri,is sooo proud with her bro! huhu.. he's so talentfull.. i wish i could do best like him.. ,90
0,1468260645,Tue Apr 07 00:36:15 PDT 2009,NO_QUERY,EllieYoung,Missing the fab five ,21
0,1468155926,Tue Apr 07 00:01:16 PDT 2009,NO_QUERY,Jordyss,Didn't make it by here today.   They are saying we will have snow tomorrow. WTF?  It is Tennessee.  It doesn't even snow here in winter.,136
0,1468064305,Mon Apr 06 23:31:17 PDT 2009,NO_QUERY,BIGBANGkrystal,Jap girls ? They're leaving! ,29
0,1468138167,Mon Apr 06 23:55:27 PDT 2009,NO_QUERY,chazminee,@kristensaywhaa he is an ass. .. .. .. hM ..  did you watch the first episodeee? i freakin missed it ,101
0,1468093045,Mon Apr 06 23:40:30 PDT 2009,NO_QUERY,miavida,"today is day 1 of my fast &amp; i feel i may break b4 i go 2 bed  i must hold out til the end of the wk! must stayed focused, wish me luck...",141
0,1468155619,Tue Apr 07 00:01:12 PDT 2009,NO_QUERY,katieinla,Missed #24 and #the hills  now I have to catch up tomor.. But I have Real Housewives ugh I need to figure out my priorities,123
0,1468002902,Mon Apr 06 23:12:29 PDT 2009,NO_QUERY,niko_the_best,@ school  at least last day!!!!!!,33
0,1467894841,Mon Apr 06 22:41:56 PDT 2009,NO_QUERY,JamieMphoto,@SaveTheStrib Dang! I would have done this if I knew it was there earlier.  Any other outings planned?,102
0,1467979782,Mon Apr 06 23:05:52 PDT 2009,NO_QUERY,widyatarina,KUTNERRRR!  WHY??? WHY??????  And to think that 13 is still on the show?? UGH. Kutner/Kal Penn - you've been the bright star in Ho ...,134
0,1467837384,Mon Apr 06 22:26:42 PDT 2009,NO_QUERY,kenandise,Behind on my classes for work ,30
0,1467841189,Mon Apr 06 22:27:45 PDT 2009,NO_QUERY,yolie81,"@grum WAH I can't see clip, must be el-stupido work filters. Can't wait 'till I get a 'puter. Something else 2 blame ex 4. He broke mine ",137
0,1468069296,Mon Apr 06 23:32:53 PDT 2009,NO_QUERY,SketchStudios,@JoeFernandez @klout your not thinking of selling are you? ,59
0,1468112300,Mon Apr 06 23:46:51 PDT 2009,NO_QUERY,fwance,"haha I've been with my grandma for 2 days. even she's about 5 houses away, I'll still miss her ",95
0,1468038583,Mon Apr 06 23:23:27 PDT 2009,NO_QUERY,mark_cowley,Who turned the lights on? It will be time to get ip then ,57
0,1467820206,Mon Apr 06 22:22:13 PDT 2009,NO_QUERY,peacoats,is strangely sad about LiLo and SamRo breaking up. ,51
0,1467838362,Mon Apr 06 22:26:57 PDT 2009,NO_QUERY,Zella17,I'm sooo sad!!! they killed off Kutner on House  whyyyyyyyy,59
0,1467872594,Mon Apr 06 22:35:56 PDT 2009,NO_QUERY,MalloryLe,is in the bathroom... wake up lakin. ,37
0,1467906496,Mon Apr 06 22:45:10 PDT 2009,NO_QUERY,cristiana346,Time to move my posterior  and lose some fat. My articulation are creaking so no more running  but Iï¿½m drool for some swimming,128
0,1468055249,Mon Apr 06 23:28:38 PDT 2009,NO_QUERY,livvy22,@dweeman why aren't you a happy camper? ,40
0,1467881897,Mon Apr 06 22:38:30 PDT 2009,NO_QUERY,drtaru,@zaydia but i cant figure out how to get there / back / pay for a hotel etc ,76
0,1468276541,Tue Apr 07 00:41:53 PDT 2009,NO_QUERY,GirltaristHan,I have a hole in my favourite top. I bought it in the sale before Christmas so I can't even get an exchange  might try fixing it later.,135
0,1468215862,Tue Apr 07 00:20:53 PDT 2009,NO_QUERY,smashleeca,"@LizDinkel lol, I figured as much...but you never know. We don't talk anymore, maybe you became easily offended... ",115
0,1467951252,Mon Apr 06 22:57:54 PDT 2009,NO_QUERY,kirstenmaree,@nicolerichie I cried so hard when Matthew died ,48
0,1468124826,Mon Apr 06 23:50:58 PDT 2009,NO_QUERY,Helenvking,"Train rammed, fellow commuters vile . Special derision reserved for the man who appeared out of nowhere to claim 'his' seat. Luggage rack ",138
0,1468159996,Tue Apr 07 00:02:34 PDT 2009,NO_QUERY,Santa_Is_Fake,Just got up i have to watch my lil' bro's ... Mom is at work ,61
0,1468031800,Mon Apr 06 23:21:13 PDT 2009,NO_QUERY,Leggetron,It's 6.20pm - early days in a looooooong night at work ,55
0,1467835085,Mon Apr 06 22:26:06 PDT 2009,NO_QUERY,Ceejison,"My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!",116
0,1468210391,Tue Apr 07 00:19:01 PDT 2009,NO_QUERY,mistac,"Back at :work, have to go to ::Zeist in a minute. But want to stay here to do some work ",88
0,1467837888,Mon Apr 06 22:26:52 PDT 2009,NO_QUERY,wireandroses,@Henkuyinepu it's overrated ,28
0,1468053118,Mon Apr 06 23:28:00 PDT 2009,NO_QUERY,earthtoryann,"Not feeling well again. Stupid migraine making my tummy upset.  and my whole body aches, shoot me now.",102
0,1467819812,Mon Apr 06 22:22:07 PDT 2009,NO_QUERY,IrisJumbe,Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it ,75
0,1467986061,Mon Apr 06 23:07:39 PDT 2009,NO_QUERY,harmonicait,@Carmonium i'm stressed outttt ,31
0,1468271665,Tue Apr 07 00:40:05 PDT 2009,NO_QUERY,tweetingbird27,I am engaged to muppet orlando and i just realised oh my god i cant marry Justin Timberlake ,92
0,1468238111,Tue Apr 07 00:28:35 PDT 2009,NO_QUERY,andy2boyz,woke up too early ,18
0,1468133099,Mon Apr 06 23:53:51 PDT 2009,NO_QUERY,mrtux_hdb,Chi?u nay h?p chu?n b? t? ch?c m?y s? ki?n ? tr??ng ! Bao nhiï¿½u vi?c ,71
0,1467986284,Mon Apr 06 23:07:43 PDT 2009,NO_QUERY,Christiansegall,trying to figure out this twitter thing...none of my friends are on  yet. Soo much to see.,90
0,1468095418,Mon Apr 06 23:41:17 PDT 2009,NO_QUERY,MizzCenaa94,Lifee Gets Worsee &amp;&amp; Worsee ,36
0,1467950866,Mon Apr 06 22:57:47 PDT 2009,NO_QUERY,melbrehl,@phlaimeaux where are you? ,27
0,1467931983,Mon Apr 06 22:52:21 PDT 2009,NO_QUERY,terrcin,This is the best leather sofa in the world!  It's in the office though which means I'm still here working ,106
0,1468162073,Tue Apr 07 00:03:14 PDT 2009,NO_QUERY,xSafyrex,"I don't want to talk to advisors, they don't advise, the judge your arse off ",77
0,1468278902,Tue Apr 07 00:42:40 PDT 2009,NO_QUERY,BeccaSmalldon,Really hungry and sad that I had to throw my breakfast in the bin ,66
0,1467933112,Mon Apr 06 22:52:40 PDT 2009,NO_QUERY,elenasarmie,the angel is going to miss the athlete this weekend ,52
0,1468022727,Mon Apr 06 23:18:27 PDT 2009,NO_QUERY,DJNephilim,@lilibat never been able to afford to get them out. I'd much rather go through the extraction than continue with what I deal with now. ,135
0,1467986323,Mon Apr 06 23:07:43 PDT 2009,NO_QUERY,beeryce,Re-pinging @Kyle44: Custom icons I made! =] look cool but the edges could be less square  might look bad on a diff background,125
0,1468076942,Mon Apr 06 23:35:15 PDT 2009,NO_QUERY,geekpondering,"@transbay &quot;SFMTA Budget Proposal Hearing: tomorrow, April 7 at 2:00 pm (City Hall, Room 400). Sadly, I cannot attend.&quot; Me neither. ",141
0,1468191906,Tue Apr 07 00:12:49 PDT 2009,NO_QUERY,urkinduhsexy,@oinker_aida i agree! ,22
0,1468077336,Mon Apr 06 23:35:22 PDT 2009,NO_QUERY,crunchysoft,is afraid that her G.I. notes will not read themselves. ,56
0,1468070082,Mon Apr 06 23:33:08 PDT 2009,NO_QUERY,Apostasy13,@sensesdestroyer I wanna go to lamb of god ,43
0,1468112539,Mon Apr 06 23:46:56 PDT 2009,NO_QUERY,MissPassion,@thecoolestout ,15
0,1468203516,Tue Apr 07 00:16:42 PDT 2009,NO_QUERY,lindsayevans,@charp I was being all nerdy &amp; thinking they could help me with my Metropolitan Area Network ,97
0,1468109330,Mon Apr 06 23:45:52 PDT 2009,NO_QUERY,feverishpoptart,@Horrors_Wench Me toooooo! I feel like I've been on the verge of an anxiety attack all day.  ,93
0,1468014571,Mon Apr 06 23:15:57 PDT 2009,NO_QUERY,Monika29,Work laptop is officially dead .. Not happy at all.. ,53
0,1468128655,Mon Apr 06 23:52:16 PDT 2009,NO_QUERY,nataliebaladi,needs to study for quant and do legal process assessment for 2moro ,67
0,1468114530,Mon Apr 06 23:47:36 PDT 2009,NO_QUERY,MissLavie,"Wishing it wasn't 245 in the morning.  sleeping is awesome, work is not, and I need to scrub my apt!",100
0,1468112301,Mon Apr 06 23:46:51 PDT 2009,NO_QUERY,Jutta_I,clearing my desk... ,20
0,1468268489,Tue Apr 07 00:38:59 PDT 2009,NO_QUERY,ElmosSexy,Nothing was sick all day it sucked im just up late cant sleep ,62
0,1468044622,Mon Apr 06 23:25:22 PDT 2009,NO_QUERY,pfspleen,"@M4RKM  You stuck in traffic then? My journey was traffic free this morning, if it's any help.",94
0,1468113109,Mon Apr 06 23:47:07 PDT 2009,NO_QUERY,redsheep,: @nikicheong just reminded me that #KrispyKreme http://www.krispykreme.com.my/ has landed in Msia and has an ugly website ,123
0,1467997236,Mon Apr 06 23:10:55 PDT 2009,NO_QUERY,alyssaisrad916,UpdatingFFE.  That gives me nothing to do for a good twenty minutes!,68
0,1468000014,Mon Apr 06 23:11:39 PDT 2009,NO_QUERY,purrtygurl717,Just got done watching the new House episode.Definitely one of the saddest episodes ever. ,90
0,1467915612,Mon Apr 06 22:47:40 PDT 2009,NO_QUERY,f8al,needs another copy of visual studio 2008 ,41
0,1467985166,Mon Apr 06 23:07:23 PDT 2009,NO_QUERY,rick93662,"Four games this fall: Modern Warfare 2, Halo 3 ODST, Brutal Legend, and Bioshock 2 I need more cash ",100
0,1468072550,Mon Apr 06 23:33:55 PDT 2009,NO_QUERY,Lizzibear,needs hugs/snuggles... ,23
0,1468264581,Tue Apr 07 00:37:39 PDT 2009,NO_QUERY,pleep,hooray for the ever so reliable signalflare server ,51
0,1467899025,Mon Apr 06 22:43:06 PDT 2009,NO_QUERY,oup,"still sick. feeling a bit better, got some new medicine.... hope I feel good after a night of sleep. ohh, and it's suppose to snow! WTF! ",137
0,1468232824,Tue Apr 07 00:26:46 PDT 2009,NO_QUERY,tessthompson,@d_TRIX my mom just had a root canal also...i feel your pain buddy! ,68
0,1467855981,Mon Apr 06 22:31:37 PDT 2009,NO_QUERY,Hollywood_Trey,@naughtyhaughty I had on my page for sooooo long!!! Until it got deleted  Sad day in history,92
0,1468032869,Mon Apr 06 23:21:35 PDT 2009,NO_QUERY,urbanrocker,I feel like shit. This is NOT the way I want to spend my birthday's eve ,72
0,1467932208,Mon Apr 06 22:52:25 PDT 2009,NO_QUERY,rachelgab,"If he doesn't get better in a few days, he could have something lodged in his belly ",84
0,1468193149,Tue Apr 07 00:13:16 PDT 2009,NO_QUERY,babyhoney73,after 2am and i'm still sniffling and sneezing. can't sleep. morning is going to come way too early ,100
0,1468131856,Mon Apr 06 23:53:24 PDT 2009,NO_QUERY,MJSia,Working on the Holy Week ,25
0,1467943526,Mon Apr 06 22:55:40 PDT 2009,NO_QUERY,javajive,@pratama Same iMac came out $320 more in Indonesia than the States. ,68
0,1468148717,Mon Apr 06 23:59:05 PDT 2009,NO_QUERY,justinezeisman,@marlonjenglish ,16
0,1468098976,Mon Apr 06 23:42:27 PDT 2009,NO_QUERY,Stephfy,i miss my old friends from elementary ans middle school ,56
0,1468268537,Tue Apr 07 00:38:59 PDT 2009,NO_QUERY,Anna1968,"@Linda_James Thank you!! I spent ages on Thursday tidying up, then along came everyone and it looked like a right tip again ",124
0,1468074989,Mon Apr 06 23:34:40 PDT 2009,NO_QUERY,albertdc,On a 2-day work-week..fast-forward to Thursday please ,54
0,1468210976,Tue Apr 07 00:19:13 PDT 2009,NO_QUERY,mizcupcakekid,Going to sleep now. Johnny just died on the OC. ,48
0,1467943007,Mon Apr 06 22:55:30 PDT 2009,NO_QUERY,vibratoria,"@stuiy never again will I click on a link that screams, &quot;I'm a spider, I'm a spider&quot;. I should have known better. yucky ",130
0,1467910986,Mon Apr 06 22:46:24 PDT 2009,NO_QUERY,Jesilynj,Keeping my fingers crossed for my buddy    He is not feeling well.,66
0,1468205852,Tue Apr 07 00:17:29 PDT 2009,NO_QUERY,shenrick,Have to update my picture cos I look old and fat.  Oh I am old and fat  playing badminton is not working on weight ,115
0,1468064339,Mon Apr 06 23:31:18 PDT 2009,NO_QUERY,Jenoah1908,my poor little girl has a baaaad rash on her bum and isnt feeling good ,71
0,1467857722,Mon Apr 06 22:32:02 PDT 2009,NO_QUERY,blackheartbunny,Check out my mug  http://www.erika-obscura.blogspot.com,55
0,1468175593,Tue Apr 07 00:07:32 PDT 2009,NO_QUERY,JennyD23,I wish we had a Dunkin Donuts in Holland  Today my moms back from Japan. Can't wait to see her!,95
0,1468113975,Mon Apr 06 23:47:24 PDT 2009,NO_QUERY,euphoricdreamer,I have to work alone on Saturday    ...anyone wanna come keep me company? COUGH COUGH.,86
0,1468250688,Tue Apr 07 00:32:50 PDT 2009,NO_QUERY,kayalexgor,@Codylfriend - you're not sweet ,32
0,1467966560,Mon Apr 06 23:02:04 PDT 2009,NO_QUERY,jjjarrett,I've been stuck in this house for two days ,43
0,1468152663,Tue Apr 07 00:00:18 PDT 2009,NO_QUERY,viresse12,"WHF?? T:SCC killed Derek Reese (Brian Austin Green), I actually liked that character! ",86
0,1468082681,Mon Apr 06 23:37:08 PDT 2009,NO_QUERY,tawalker,"About to shower, which I hope will wake me up at last. Oh, and the synth experiments yielded nothing last night ",112
0,1468177303,Tue Apr 07 00:08:07 PDT 2009,NO_QUERY,citizensheep,"@rougeforever I've just been faffing  Actually, reading; which is work but doesn't feel productive.",99
0,1468099029,Mon Apr 06 23:42:28 PDT 2009,NO_QUERY,webmyc,@twitter please fix this http://sp2.ro/5b7bdb because it brakes all external twitter avatar searches ,101
0,1467968741,Mon Apr 06 23:02:41 PDT 2009,NO_QUERY,davejohnson,@lunafiko can't wait to try em but prolly have to wait until next weekend at the earliest ,90
0,1467842607,Mon Apr 06 22:28:09 PDT 2009,NO_QUERY,VanessaSingline,"@BridgetsBeaches Thank you for letting people know, but now I'm sad that the direct message I got wasn't actually from Bridget ",127
0,1468188091,Tue Apr 07 00:11:34 PDT 2009,NO_QUERY,vescerebracis,Still doing homework. ,22
0,1467853431,Mon Apr 06 22:30:55 PDT 2009,NO_QUERY,erks,is alone downstairs...working ,30
0,1467892667,Mon Apr 06 22:41:19 PDT 2009,NO_QUERY,karlcswanson,ChiefDelphi is down ,20
0,1468116503,Mon Apr 06 23:48:14 PDT 2009,NO_QUERY,ThiaHeartsNick,@fanofbsb4ever Sorry you missed it ,35
0,1467998248,Mon Apr 06 23:11:09 PDT 2009,NO_QUERY,TheThreePeas,@stephenkruiser I'm so sorry to hear about your dog   wishing you happier days to come!,87
0,1467986058,Mon Apr 06 23:07:39 PDT 2009,NO_QUERY,robkellas,"iLearn is down and out, great considering finals are this week... ",66
0,1468156285,Tue Apr 07 00:01:23 PDT 2009,NO_QUERY,ginovalenciano,@V3events  no way!?  Ur at a game right now!? ,46
0,1467857221,Mon Apr 06 22:31:54 PDT 2009,NO_QUERY,sarah_katie,I'm not still up I swear. Why do I keep losing. gaining. losing. gaining. tweeps?  So heart wrenching.,102
0,1468185939,Tue Apr 07 00:10:52 PDT 2009,NO_QUERY,xtinasteimel23,i cant sleep ,13
0,1467879328,Mon Apr 06 22:37:46 PDT 2009,NO_QUERY,flowerlilly,@DonnieWahlberg ooh Iï¿½m excited and not even going 2 be there  long love YOUTUBE!,83
0,1467945885,Mon Apr 06 22:56:20 PDT 2009,NO_QUERY,GillianMe,"@emmaketurah  i'm sorry Emma, is swarley a goldfish? i'm sad for u.",67
0,1468053198,Mon Apr 06 23:28:02 PDT 2009,NO_QUERY,grinc,Reading Buyology before bedtime... great premise but only turning out to be an &quot;OK&quot; book - lots of info I already knew ,129
0,1468020819,Mon Apr 06 23:17:51 PDT 2009,NO_QUERY,policano,Bouts to start 24. Poor linny couldn't keep her eyes open.  she tired and has to work tomorrow morning. Night @ilovefatsusan.,125
0,1467951850,Mon Apr 06 22:58:04 PDT 2009,NO_QUERY,MissT09,@lovebscott absolutely not!! ,29
0,1468117261,Mon Apr 06 23:48:30 PDT 2009,NO_QUERY,T_Vee,It's official! I'm going to have an educational summer. Owh God. Bless me ,74
0,1468054887,Mon Apr 06 23:28:32 PDT 2009,NO_QUERY,mahlersoboes,There's an inch of snow on the ground (and counting). I'm worried about the poor flowers ,89
0,1468192697,Tue Apr 07 00:13:06 PDT 2009,NO_QUERY,angelroxy,"morning all. So tired today, should've stayed in bed ",53
0,1467980858,Mon Apr 06 23:06:08 PDT 2009,NO_QUERY,Casey_Szulc,sad day: manu out for the season ,33
